TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/06/28
TIME	16:41:15
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.82206
MAXY	0.95358
MINY	0.82130
XYDATA
1500.0000	82.2062
1498.0000	82.1584
1496.0000	82.1818
1494.0000	82.1607
1492.0000	82.2031
1490.0000	82.1305
1488.0000	82.1487
1486.0000	82.1549
1484.0000	82.1979
1482.0000	82.1661
1480.0000	82.1994
1478.0000	82.1791
1476.0000	82.1958
1474.0000	82.1936
1472.0000	82.1712
1470.0000	82.1649
1468.0000	82.1804
1466.0000	82.1653
1464.0000	82.1858
1462.0000	82.1928
1460.0000	82.1535
1458.0000	82.1717
1456.0000	82.1351
1454.0000	82.1933
1452.0000	82.1869
1450.0000	82.2026
1448.0000	82.202
1446.0000	82.2341
1444.0000	82.229
1442.0000	82.2885
1440.0000	82.2794
1438.0000	82.3409
1436.0000	82.3389
1434.0000	82.3284
1432.0000	82.3276
1430.0000	82.3154
1428.0000	82.3251
1426.0000	82.3866
1424.0000	82.4148
1422.0000	82.454
1420.0000	82.4531
1418.0000	82.4961
1416.0000	82.5317
1414.0000	82.5493
1412.0000	82.5644
1410.0000	82.5755
1408.0000	82.6443
1406.0000	82.7209
1404.0000	82.7939
1402.0000	82.8237
1400.0000	82.8236
1398.0000	82.8792
1396.0000	82.9325
1394.0000	82.994
1392.0000	83.0347
1390.0000	83.0794
1388.0000	83.1389
1386.0000	83.2068
1384.0000	83.2256
1382.0000	83.242
1380.0000	83.2911
1378.0000	83.3437
1376.0000	83.3823
1374.0000	83.399
1372.0000	83.4181
1370.0000	83.4728
1368.0000	83.5768
1366.0000	83.6485
1364.0000	83.6512
1362.0000	83.6453
1360.0000	83.6943
1358.0000	83.7601
1356.0000	83.793
1354.0000	83.7928
1352.0000	83.814
1350.0000	83.8439
1348.0000	83.8939
1346.0000	83.8982
1344.0000	83.8885
1342.0000	83.8915
1340.0000	83.9367
1338.0000	83.9574
1336.0000	83.9921
1334.0000	84.0371
1332.0000	84.0461
1330.0000	84.1006
1328.0000	84.123
1326.0000	84.1843
1324.0000	84.1969
1322.0000	84.2128
1320.0000	84.2128
1318.0000	84.2538
1316.0000	84.2669
1314.0000	84.3098
1312.0000	84.3517
1310.0000	84.3722
1308.0000	84.3855
1306.0000	84.3961
1304.0000	84.4217
1302.0000	84.4605
1300.0000	84.4722
1298.0000	84.4749
1296.0000	84.5127
1294.0000	84.5481
1292.0000	84.5939
1290.0000	84.6106
1288.0000	84.6238
1286.0000	84.664
1284.0000	84.7076
1282.0000	84.7159
1280.0000	84.7363
1278.0000	84.7223
1276.0000	84.7602
1274.0000	84.7837
1272.0000	84.8095
1270.0000	84.8492
1268.0000	84.878
1266.0000	84.8872
1264.0000	84.9438
1262.0000	84.9152
1260.0000	84.9565
1258.0000	84.9424
1256.0000	85.0078
1254.0000	85.0166
1252.0000	85.0724
1250.0000	85.0755
1248.0000	85.0998
1246.0000	85.1068
1244.0000	85.1542
1242.0000	85.1708
1240.0000	85.2019
1238.0000	85.2021
1236.0000	85.2197
1234.0000	85.2393
1232.0000	85.2667
1230.0000	85.2986
1228.0000	85.3033
1226.0000	85.3478
1224.0000	85.3532
1222.0000	85.3832
1220.0000	85.407
1218.0000	85.462
1216.0000	85.4787
1214.0000	85.5124
1212.0000	85.5169
1210.0000	85.5582
1208.0000	85.5841
1206.0000	85.5964
1204.0000	85.6005
1202.0000	85.639
1200.0000	85.6669
1198.0000	85.6974
1196.0000	85.716
1194.0000	85.7169
1192.0000	85.7451
1190.0000	85.7783
1188.0000	85.813
1186.0000	85.8426
1184.0000	85.8767
1182.0000	85.8973
1180.0000	85.937
1178.0000	85.9375
1176.0000	85.9544
1174.0000	85.9673
1172.0000	85.9956
1170.0000	86.0131
1168.0000	86.0706
1166.0000	86.0879
1164.0000	86.1146
1162.0000	86.131
1160.0000	86.1696
1158.0000	86.1867
