TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/06/28
TIME	16:05:44
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.62085
MAXY	0.92215
MINY	0.62085
XYDATA
1500.0000	62.0846
1498.0000	62.0995
1496.0000	62.1182
1494.0000	62.1649
1492.0000	62.2057
1490.0000	62.2451
1488.0000	62.3133
1486.0000	62.3543
1484.0000	62.4428
1482.0000	62.4649
1480.0000	62.4958
1478.0000	62.4987
1476.0000	62.5754
1474.0000	62.6573
1472.0000	62.7042
1470.0000	62.7545
1468.0000	62.7868
1466.0000	62.8512
1464.0000	62.903
1462.0000	62.9509
1460.0000	62.9933
1458.0000	63.0354
1456.0000	63.0998
1454.0000	63.1469
1452.0000	63.1987
1450.0000	63.272
1448.0000	63.3127
1446.0000	63.4107
1444.0000	63.4494
1442.0000	63.5114
1440.0000	63.5564
1438.0000	63.5636
1436.0000	63.6372
1434.0000	63.6844
1432.0000	63.7768
1430.0000	63.8002
1428.0000	63.8838
1426.0000	63.9253
1424.0000	63.9685
1422.0000	64.0117
1420.0000	64.0257
1418.0000	64.1077
1416.0000	64.1603
1414.0000	64.2611
1412.0000	64.2897
1410.0000	64.3607
1408.0000	64.4147
1406.0000	64.4865
1404.0000	64.5227
1402.0000	64.5994
1400.0000	64.5997
1398.0000	64.6991
1396.0000	64.7391
1394.0000	64.7976
1392.0000	64.8743
1390.0000	64.9348
1388.0000	65.0322
1386.0000	65.082
1384.0000	65.1441
1382.0000	65.18
1380.0000	65.2619
1378.0000	65.3414
1376.0000	65.4334
1374.0000	65.4224
1372.0000	65.4758
1370.0000	65.5316
1368.0000	65.6808
1366.0000	65.7585
1364.0000	65.8208
1362.0000	65.837
1360.0000	65.9321
1358.0000	65.9947
1356.0000	66.0746
1354.0000	66.1151
1352.0000	66.193
1350.0000	66.2513
1348.0000	66.3983
1346.0000	66.4332
1344.0000	66.51
1342.0000	66.5633
1340.0000	66.6791
1338.0000	66.7534
1336.0000	66.7926
1334.0000	66.8317
1332.0000	66.8545
1330.0000	66.9333
1328.0000	66.9528
1326.0000	67.0565
1324.0000	67.091
1322.0000	67.1774
1320.0000	67.2001
1318.0000	67.2587
1316.0000	67.2941
1314.0000	67.3546
1312.0000	67.4041
1310.0000	67.4968
1308.0000	67.5528
1306.0000	67.6304
1304.0000	67.6948
1302.0000	67.7833
1300.0000	67.8269
1298.0000	67.8815
1296.0000	67.9345
1294.0000	68.0164
1292.0000	68.0787
1290.0000	68.134
1288.0000	68.2002
1286.0000	68.2804
1284.0000	68.3671
1282.0000	68.43
1280.0000	68.499
1278.0000	68.5392
1276.0000	68.6253
1274.0000	68.6961
1272.0000	68.78
1270.0000	68.8368
1268.0000	68.9003
1266.0000	68.9553
1264.0000	69.0481
1262.0000	69.0991
1260.0000	69.2003
1258.0000	69.2494
1256.0000	69.3272
1254.0000	69.3785
1252.0000	69.4742
1250.0000	69.5524
1248.0000	69.6086
1246.0000	69.6709
1244.0000	69.756
1242.0000	69.8244
1240.0000	69.8916
1238.0000	69.9567
1236.0000	70.0309
1234.0000	70.1132
1232.0000	70.1581
1230.0000	70.2184
1228.0000	70.2665
1226.0000	70.3519
1224.0000	70.4283
1222.0000	70.5012
1220.0000	70.5744
1218.0000	70.668
1216.0000	70.7395
1214.0000	70.8092
1212.0000	70.8641
1210.0000	70.9265
1208.0000	71.0034
1206.0000	71.0776
1204.0000	71.1455
1202.0000	71.2042
1200.0000	71.2335
1198.0000	71.2885
1196.0000	71.3464
1194.0000	71.385
1192.0000	71.4535
1190.0000	71.5242
1188.0000	71.6138
1186.0000	71.6832
1184.0000	71.7535
1182.0000	71.8207
1180.0000	71.8982
1178.0000	71.9656
1176.0000	72.0454
1174.0000	72.1271
1172.0000	72.2295
1170.0000	72.2841
1168.0000	72.3827
1166.0000	72.4388
1164.0000	72.5318
1162.0000	72.59
1160.0000	72.6667
1158.0000	72.726
