TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/06/28
TIME	16:50:03
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.86104
MAXY	0.96817
MINY	0.86096
XYDATA
1500.0000	86.1037
1498.0000	86.0961
1496.0000	86.1078
1494.0000	86.1934
1492.0000	86.2511
1490.0000	86.1883
1488.0000	86.1973
1486.0000	86.1953
1484.0000	86.2513
1482.0000	86.2898
1480.0000	86.2958
1478.0000	86.3641
1476.0000	86.3365
1474.0000	86.3516
1472.0000	86.2785
1470.0000	86.2628
1468.0000	86.286
1466.0000	86.2781
1464.0000	86.33
1462.0000	86.3091
1460.0000	86.3073
1458.0000	86.303
1456.0000	86.3062
1454.0000	86.34
1452.0000	86.3439
1450.0000	86.3792
1448.0000	86.3774
1446.0000	86.4266
1444.0000	86.4694
1442.0000	86.5316
1440.0000	86.5613
1438.0000	86.5514
1436.0000	86.5594
1434.0000	86.513
1432.0000	86.5444
1430.0000	86.5289
1428.0000	86.565
1426.0000	86.5749
1424.0000	86.6097
1422.0000	86.6768
1420.0000	86.6897
1418.0000	86.7191
1416.0000	86.7706
1414.0000	86.8037
1412.0000	86.8536
1410.0000	86.8319
1408.0000	86.8794
1406.0000	86.9405
1404.0000	86.9995
1402.0000	87.0398
1400.0000	87.0686
1398.0000	87.0875
1396.0000	87.1054
1394.0000	87.1401
1392.0000	87.1737
1390.0000	87.2425
1388.0000	87.2614
1386.0000	87.3141
1384.0000	87.3264
1382.0000	87.3286
1380.0000	87.3762
1378.0000	87.4056
1376.0000	87.4931
1374.0000	87.5236
1372.0000	87.5588
1370.0000	87.5766
1368.0000	87.6641
1366.0000	87.7304
1364.0000	87.7515
1362.0000	87.747
1360.0000	87.7648
1358.0000	87.8272
1356.0000	87.8495
1354.0000	87.8576
1352.0000	87.8505
1350.0000	87.8359
1348.0000	87.9075
1346.0000	87.9078
1344.0000	87.9304
1342.0000	87.9029
1340.0000	87.9572
1338.0000	87.9785
1336.0000	88.0213
1334.0000	88.0515
1332.0000	88.0848
1330.0000	88.1118
1328.0000	88.1359
1326.0000	88.2031
1324.0000	88.2062
1322.0000	88.2667
1320.0000	88.2619
1318.0000	88.3085
1316.0000	88.3164
1314.0000	88.3484
1312.0000	88.3836
1310.0000	88.4163
1308.0000	88.4499
1306.0000	88.4988
1304.0000	88.5306
1302.0000	88.5763
1300.0000	88.5689
1298.0000	88.5929
1296.0000	88.6096
1294.0000	88.6151
1292.0000	88.629
1290.0000	88.654
1288.0000	88.7019
1286.0000	88.735
1284.0000	88.7717
1282.0000	88.7786
1280.0000	88.7984
1278.0000	88.8265
1276.0000	88.8725
1274.0000	88.9011
1272.0000	88.9325
1270.0000	88.9671
1268.0000	88.9903
1266.0000	88.9932
1264.0000	89.0346
1262.0000	89.0335
1260.0000	89.0959
1258.0000	89.0942
1256.0000	89.1442
1254.0000	89.121
1252.0000	89.1633
1250.0000	89.1928
1248.0000	89.2193
1246.0000	89.2329
1244.0000	89.2645
1242.0000	89.2858
1240.0000	89.3285
1238.0000	89.3389
1236.0000	89.3782
1234.0000	89.4005
1232.0000	89.435
1230.0000	89.4437
1228.0000	89.4589
1226.0000	89.4892
1224.0000	89.5207
1222.0000	89.549
1220.0000	89.5773
1218.0000	89.6187
1216.0000	89.6484
1214.0000	89.6721
1212.0000	89.6936
1210.0000	89.7024
1208.0000	89.7374
1206.0000	89.7817
1204.0000	89.7877
1202.0000	89.8151
1200.0000	89.8051
1198.0000	89.8451
1196.0000	89.9023
1194.0000	89.9414
1192.0000	89.9691
1190.0000	90.0063
1188.0000	90.0531
1186.0000	90.0904
1184.0000	90.1186
1182.0000	90.1269
1180.0000	90.1473
1178.0000	90.1611
1176.0000	90.1858
1174.0000	90.227
1172.0000	90.2458
1170.0000	90.2441
1168.0000	90.2817
1166.0000	90.2814
1164.0000	90.3304
1162.0000	90.342
1160.0000	90.3828
1158.0000	90.3909
