Date:	7/16/2012																		
measured by:	Omer	 System:	ambient probe station																
Second round 16-7, approx 65 W, which is approx 1 sun. .4 I is the one with big grid spacing; .2 I is the the one with bigger area (dirty, fallen)																			
Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]	Voltage [V]	Current [A]
 	.4 I Dark	 	.4 I Light	 	.3 Dark	 	.3 Light	 	.2 I Dark	 	.2 I Light	 	.4 II Dark	 	.4 II Light	 	.2 II Dark	 	.2 II Light
-0.1500	-4.93E-6	-0.1500	-5.32E-3	-0.1500	-7.10E-6	-0.1500	-3.30E-3	-0.1500	-1.51E-6	-0.1500	-3.20E-3	-0.1500	-1.89E-6	-0.1500	-2.90E-3	-0.1500	-3.96E-6	-0.1500	-1.39E-3
-0.1400	-4.65E-6	-0.1400	-5.33E-3	-0.1400	-6.70E-6	-0.1400	-3.30E-3	-0.1400	-1.45E-6	-0.1400	-3.19E-3	-0.1400	-1.79E-6	-0.1400	-2.90E-3	-0.1400	-3.73E-6	-0.1400	-1.39E-3
-0.1300	-4.36E-6	-0.1300	-5.33E-3	-0.1300	-6.29E-6	-0.1300	-3.29E-3	-0.1300	-1.39E-6	-0.1300	-3.19E-3	-0.1300	-1.69E-6	-0.1300	-2.90E-3	-0.1300	-3.49E-6	-0.1300	-1.39E-3
-0.1200	-4.08E-6	-0.1200	-5.34E-3	-0.1200	-5.88E-6	-0.1200	-3.29E-3	-0.1200	-1.32E-6	-0.1200	-3.19E-3	-0.1200	-1.58E-6	-0.1200	-2.91E-3	-0.1200	-3.26E-6	-0.1200	-1.39E-3
-0.1100	-3.79E-6	-0.1100	-5.34E-3	-0.1100	-5.47E-6	-0.1100	-3.29E-3	-0.1100	-1.25E-6	-0.1100	-3.19E-3	-0.1100	-1.48E-6	-0.1100	-2.90E-3	-0.1100	-3.02E-6	-0.1100	-1.39E-3
-0.1000	-3.49E-6	-0.1000	-5.34E-3	-0.1000	-5.04E-6	-0.1000	-3.29E-3	-0.1000	-1.19E-6	-0.1000	-3.20E-3	-0.1000	-1.37E-6	-0.1000	-2.91E-3	-0.1000	-2.78E-6	-0.1000	-1.39E-3
-0.0900	-3.20E-6	-0.0900	-5.33E-3	-0.0900	-4.61E-6	-0.0900	-3.28E-3	-0.0900	-1.12E-6	-0.0900	-3.20E-3	-0.0900	-1.26E-6	-0.0900	-2.90E-3	-0.0900	-2.54E-6	-0.0900	-1.38E-3
-0.0800	-2.90E-6	-0.0800	-5.32E-3	-0.0800	-4.18E-6	-0.0800	-3.29E-3	-0.0800	-1.04E-6	-0.0800	-3.20E-3	-0.0800	-1.15E-6	-0.0800	-2.90E-3	-0.0800	-2.29E-6	-0.0800	-1.38E-3
-0.0700	-2.58E-6	-0.0700	-5.30E-3	-0.0700	-3.72E-6	-0.0700	-3.28E-3	-0.0700	-9.61E-7	-0.0700	-3.20E-3	-0.0700	-1.03E-6	-0.0700	-2.89E-3	-0.0700	-2.04E-6	-0.0700	-1.38E-3
-0.0600	-2.26E-6	-0.0600	-5.30E-3	-0.0600	-3.26E-6	-0.0600	-3.28E-3	-0.0600	-8.75E-7	-0.0600	-3.19E-3	-0.0600	-9.08E-7	-0.0600	-2.89E-3	-0.0600	-1.78E-6	-0.0600	-1.38E-3
-0.0500	-1.93E-6	-0.0500	-5.31E-3	-0.0500	-2.77E-6	-0.0500	-3.27E-3	-0.0500	-7.80E-7	-0.0500	-3.19E-3	-0.0500	-7.80E-7	-0.0500	-2.89E-3	-0.0500	-1.51E-6	-0.0500	-1.38E-3
-0.0400	-1.58E-6	-0.0400	-5.31E-3	-0.0400	-2.27E-6	-0.0400	-3.27E-3	-0.0400	-6.72E-7	-0.0400	-3.19E-3	-0.0400	-6.44E-7	-0.0400	-2.89E-3	-0.0400	-1.23E-6	-0.0400	-1.38E-3
-0.0300	-1.22E-6	-0.0300	-5.30E-3	-0.0300	-1.74E-6	-0.0300	-3.26E-3	-0.0300	-5.48E-7	-0.0300	-3.18E-3	-0.0300	-5.01E-7	-0.0300	-2.90E-3	-0.0300	-9.46E-7	-0.0300	-1.38E-3
-0.0200	-8.39E-7	-0.0200	-5.30E-3	-0.0200	-1.19E-6	-0.0200	-3.26E-3	-0.0200	-4.01E-7	-0.0200	-3.17E-3	-0.0200	-3.48E-7	-0.0200	-2.90E-3	-0.0200	-6.45E-7	-0.0200	-1.38E-3
-0.0100	-4.30E-7	-0.0100	-5.29E-3	-0.0100	-6.03E-7	-0.0100	-3.25E-3	-0.0100	-2.20E-7	-0.0100	-3.17E-3	-0.0100	-1.80E-7	-0.0100	-2.90E-3	-0.0100	-3.26E-7	-0.0100	-1.37E-3
0.0000	2.98E-9	0.0000	-5.28E-3	0.0000	1.47E-8	0.0000	-3.24E-3	0.0000	2.69E-9	0.0000	-3.17E-3	0.0000	-6.21E-11	0.0000	-2.89E-3	0.0000	8.70E-9	0.0000	-1.37E-3
0.0100	4.70E-7	0.0100	-5.27E-3	0.0100	6.74E-7	0.0100	-3.23E-3	0.0100	2.89E-7	0.0100	-3.17E-3	0.0100	1.98E-7	0.0100	-2.89E-3	0.0100	3.67E-7	0.0100	-1.37E-3
0.0200	9.70E-7	0.0200	-5.27E-3	0.0200	1.37E-6	0.0200	-3.22E-3	0.0200	6.58E-7	0.0200	-3.16E-3	0.0200	4.15E-7	0.0200	-2.89E-3	0.0200	7.44E-7	0.0200	-1.36E-3
0.0300	1.52E-6	0.0300	-5.27E-3	0.0300	2.12E-6	0.0300	-3.21E-3	0.0300	1.15E-6	0.0300	-3.15E-3	0.0300	6.55E-7	0.0300	-2.89E-3	0.0300	1.15E-6	0.0300	-1.36E-3
0.0400	2.11E-6	0.0400	-5.27E-3	0.0400	2.90E-6	0.0400	-3.21E-3	0.0400	1.81E-6	0.0400	-3.15E-3	0.0400	9.19E-7	0.0400	-2.89E-3	0.0400	1.58E-6	0.0400	-1.36E-3
0.0500	2.75E-6	0.0500	-5.26E-3	0.0500	3.74E-6	0.0500	-3.20E-3	0.0500	2.70E-6	0.0500	-3.14E-3	0.0500	1.21E-6	0.0500	-2.89E-3	0.0500	2.04E-6	0.0500	-1.36E-3
0.0600	3.47E-6	0.0600	-5.26E-3	0.0600	4.64E-6	0.0600	-3.19E-3	0.0600	3.93E-6	0.0600	-3.14E-3	0.0600	1.54E-6	0.0600	-2.89E-3	0.0600	2.54E-6	0.0600	-1.35E-3
0.0700	4.27E-6	0.0700	-5.24E-3	0.0700	5.59E-6	0.0700	-3.18E-3	0.0700	5.62E-6	0.0700	-3.13E-3	0.0700	1.90E-6	0.0700	-2.89E-3	0.0700	3.07E-6	0.0700	-1.35E-3
0.0800	5.17E-6	0.0800	-5.22E-3	0.0800	6.60E-6	0.0800	-3.16E-3	0.0800	7.97E-6	0.0800	-3.12E-3	0.0800	2.30E-6	0.0800	-2.88E-3	0.0800	3.63E-6	0.0800	-1.35E-3
0.0900	6.18E-6	0.0900	-5.20E-3	0.0900	7.65E-6	0.0900	-3.16E-3	0.0900	1.12E-5	0.0900	-3.10E-3	0.0900	2.75E-6	0.0900	-2.88E-3	0.0900	4.23E-6	0.0900	-1.34E-3
0.1000	7.35E-6	0.1000	-5.20E-3	0.1000	8.78E-6	0.1000	-3.14E-3	0.1000	1.57E-5	0.1000	-3.08E-3	0.1000	3.24E-6	0.1000	-2.87E-3	0.1000	4.87E-6	0.1000	-1.34E-3
0.1100	8.72E-6	0.1100	-5.19E-3	0.1100	9.97E-6	0.1100	-3.13E-3	0.1100	2.19E-5	0.1100	-3.05E-3	0.1100	3.79E-6	0.1100	-2.87E-3	0.1100	5.55E-6	0.1100	-1.34E-3
0.1200	1.03E-5	0.1200	-5.18E-3	0.1200	1.12E-5	0.1200	-3.12E-3	0.1200	3.04E-5	0.1200	-3.02E-3	0.1200	4.40E-6	0.1200	-2.87E-3	0.1200	6.26E-6	0.1200	-1.34E-3
0.1300	1.23E-5	0.1300	-5.16E-3	0.1300	1.25E-5	0.1300	-3.10E-3	0.1300	4.18E-5	0.1300	-2.97E-3	0.1300	5.07E-6	0.1300	-2.87E-3	0.1300	7.01E-6	0.1300	-1.34E-3
0.1400	1.48E-5	0.1400	-5.14E-3	0.1400	1.40E-5	0.1400	-3.08E-3	0.1400	5.70E-5	0.1400	-2.93E-3	0.1400	5.81E-6	0.1400	-2.87E-3	0.1400	7.80E-6	0.1400	-1.33E-3
0.1500	1.78E-5	0.1500	-5.11E-3	0.1500	1.54E-5	0.1500	-3.06E-3	0.1500	7.68E-5	0.1500	-2.88E-3	0.1500	6.63E-6	0.1500	-2.87E-3	0.1500	8.61E-6	0.1500	-1.33E-3
0.1600	2.17E-5	0.1600	-5.08E-3	0.1600	1.70E-5	0.1600	-3.04E-3	0.1600	1.02E-4	0.1600	-2.83E-3	0.1600	7.52E-6	0.1600	-2.86E-3	0.1600	9.46E-6	0.1600	-1.32E-3
0.1700	2.67E-5	0.1700	-5.04E-3	0.1700	1.87E-5	0.1700	-3.02E-3	0.1700	1.34E-4	0.1700	-2.76E-3	0.1700	8.51E-6	0.1700	-2.85E-3	0.1700	1.03E-5	0.1700	-1.31E-3
0.1800	3.32E-5	0.1800	-5.01E-3	0.1800	2.04E-5	0.1800	-2.99E-3	0.1800	1.72E-4	0.1800	-2.69E-3	0.1800	9.59E-6	0.1800	-2.85E-3	0.1800	1.13E-5	0.1800	-1.31E-3
0.1900	4.16E-5	0.1900	-4.97E-3	0.1900	2.23E-5	0.1900	-2.97E-3	0.1900	2.16E-4	0.1900	-2.62E-3	0.1900	1.08E-5	0.1900	-2.84E-3	0.1900	1.22E-5	0.1900	-1.30E-3
0.2000	5.27E-5	0.2000	-4.92E-3	0.2000	2.42E-5	0.2000	-2.95E-3	0.2000	2.68E-4	0.2000	-2.53E-3	0.2000	1.21E-5	0.2000	-2.83E-3	0.2000	1.31E-5	0.2000	-1.29E-3
0.2100	6.70E-5	0.2100	-4.87E-3	0.2100	2.63E-5	0.2100	-2.93E-3	0.2100	3.27E-4	0.2100	-2.44E-3	0.2100	1.35E-5	0.2100	-2.83E-3	0.2100	1.41E-5	0.2100	-1.29E-3
0.2200	8.55E-5	0.2200	-4.81E-3	0.2200	2.85E-5	0.2200	-2.90E-3	0.2200	3.91E-4	0.2200	-2.34E-3	0.2200	1.50E-5	0.2200	-2.83E-3	0.2200	1.51E-5	0.2200	-1.28E-3
0.2300	1.09E-4	0.2300	-4.73E-3	0.2300	3.08E-5	0.2300	-2.87E-3	0.2300	4.62E-4	0.2300	-2.24E-3	0.2300	1.68E-5	0.2300	-2.82E-3	0.2300	1.61E-5	0.2300	-1.27E-3
0.2400	1.39E-4	0.2400	-4.63E-3	0.2400	3.32E-5	0.2400	-2.84E-3	0.2400	5.37E-4	0.2400	-2.14E-3	0.2400	1.87E-5	0.2400	-2.81E-3	0.2400	1.72E-5	0.2400	-1.26E-3
0.2500	1.76E-4	0.2500	-4.54E-3	0.2500	3.58E-5	0.2500	-2.81E-3	0.2500	6.17E-4	0.2500	-2.02E-3	0.2500	2.08E-5	0.2500	-2.80E-3	0.2500	1.83E-5	0.2500	-1.25E-3
0.2600	2.22E-4	0.2600	-4.45E-3	0.2600	3.85E-5	0.2600	-2.77E-3	0.2600	7.01E-4	0.2600	-1.91E-3	0.2600	2.32E-5	0.2600	-2.79E-3	0.2600	1.94E-5	0.2600	-1.24E-3
0.2700	2.77E-4	0.2700	-4.34E-3	0.2700	4.14E-5	0.2700	-2.73E-3	0.2700	7.89E-4	0.2700	-1.79E-3	0.2700	2.60E-5	0.2700	-2.81E-3	0.2700	2.05E-5	0.2700	-1.23E-3
0.2800	3.43E-4	0.2800	-4.21E-3	0.2800	4.44E-5	0.2800	-2.69E-3	0.2800	8.80E-4	0.2800	-1.66E-3	0.2800	2.92E-5	0.2800	-2.82E-3	0.2800	2.17E-5	0.2800	-1.22E-3
0.2900	4.22E-4	0.2900	-4.07E-3	0.2900	4.76E-5	0.2900	-2.65E-3	0.2900	9.75E-4	0.2900	-1.52E-3	0.2900	3.29E-5	0.2900	-2.82E-3	0.2900	2.30E-5	0.2900	-1.21E-3
0.3000	5.12E-4	0.3000	-3.91E-3	0.3000	5.10E-5	0.3000	-2.61E-3	0.3000	1.07E-3	0.3000	-1.38E-3	0.3000	3.74E-5	0.3000	-2.80E-3	0.3000	2.43E-5	0.3000	-1.20E-3
0.3100	6.16E-4	0.3100	-3.74E-3	0.3100	5.45E-5	0.3100	-2.56E-3	0.3100	1.17E-3	0.3100	-1.24E-3	0.3100	4.27E-5	0.3100	-2.79E-3	0.3100	2.56E-5	0.3100	-1.19E-3
0.3200	7.35E-4	0.3200	-3.54E-3	0.3200	5.83E-5	0.3200	-2.50E-3	0.3200	1.27E-3	0.3200	-1.08E-3	0.3200	4.91E-5	0.3200	-2.76E-3	0.3200	2.71E-5	0.3200	-1.17E-3
0.3300	8.67E-4	0.3300	-3.33E-3	0.3300	6.22E-5	0.3300	-2.44E-3	0.3300	1.37E-3	0.3300	-9.26E-4	0.3300	5.68E-5	0.3300	-2.74E-3	0.3300	2.86E-5	0.3300	-1.15E-3
0.3400	1.01E-3	0.3400	-3.11E-3	0.3400	6.64E-5	0.3400	-2.39E-3	0.3400	1.48E-3	0.3400	-7.62E-4	0.3400	6.61E-5	0.3400	-2.70E-3	0.3400	3.03E-5	0.3400	-1.13E-3
0.3500	1.17E-3	0.3500	-2.86E-3	0.3500	7.09E-5	0.3500	-2.33E-3	0.3500	1.59E-3	0.3500	-5.95E-4	0.3500	7.75E-5	0.3500	-2.67E-3	0.3500	3.21E-5	0.3500	-1.12E-3
0.3600	1.35E-3	0.3600	-2.60E-3	0.3600	7.56E-5	0.3600	-2.26E-3	0.3600	1.69E-3	0.3600	-4.19E-4	0.3600	9.10E-5	0.3600	-2.62E-3	0.3600	3.40E-5	0.3600	-1.09E-3
0.3700	1.54E-3	0.3700	-2.32E-3	0.3700	8.06E-5	0.3700	-2.19E-3	0.3700	1.80E-3	0.3700	-2.37E-4	0.3700	1.07E-4	0.3700	-2.58E-3	0.3700	3.61E-5	0.3700	-1.07E-3
0.3800	1.74E-3	0.3800	-2.02E-3	0.3800	8.59E-5	0.3800	-2.11E-3	0.3800	1.92E-3	0.3800	-5.54E-5	0.3800	1.26E-4	0.3800	-2.53E-3	0.3800	3.83E-5	0.3800	-1.04E-3
0.3900	1.95E-3	0.3900	-1.70E-3	0.3900	9.15E-5	0.3900	-2.03E-3	0.3900	2.03E-3	0.3900	1.31E-4	0.3900	1.48E-4	0.3900	-2.47E-3	0.3900	4.08E-5	0.3900	-1.02E-3
0.4000	2.17E-3	0.4000	-1.35E-3	0.4000	9.77E-5	0.4000	-1.95E-3	0.4000	2.14E-3	0.4000	3.22E-4	0.4000	1.74E-4	0.4000	-2.42E-3	0.4000	4.35E-5	0.4000	-9.85E-4
0.4100	2.40E-3	0.4100	-1.00E-3	0.4100	1.04E-4	0.4100	-1.86E-3	0.4100	2.26E-3	0.4100	5.17E-4	0.4100	2.02E-4	0.4100	-2.35E-3	0.4100	4.66E-5	0.4100	-9.52E-4
0.4200	2.65E-3	0.4200	-6.33E-4	0.4200	1.11E-4	0.4200	-1.77E-3	0.4200	2.37E-3	0.4200	7.16E-4	0.4200	2.34E-4	0.4200	-2.28E-3	0.4200	4.99E-5	0.4200	-9.15E-4
0.4300	2.90E-3	0.4300	-2.40E-4	0.4300	1.19E-4	0.4300	-1.67E-3	0.4300	2.49E-3	0.4300	9.20E-4	0.4300	2.70E-4	0.4300	-2.19E-3	0.4300	5.38E-5	0.4300	-8.73E-4
0.4400	3.17E-3	0.4400	1.66E-4	0.4400	1.28E-4	0.4400	-1.57E-3	0.4400	2.61E-3	0.4400	1.13E-3	0.4400	3.10E-4	0.4400	-2.11E-3	0.4400	5.81E-5	0.4400	-8.28E-4
0.4500	3.44E-3	0.4500	5.87E-4	0.4500	1.38E-4	0.4500	-1.46E-3	0.4500	2.73E-3	0.4500	1.33E-3	0.4500	3.53E-4	0.4500	-2.01E-3	0.4500	6.31E-5	0.4500	-7.78E-4
0.4600	3.72E-3	0.4600	1.02E-3	0.4600	1.49E-4	0.4600	-1.36E-3	0.4600	2.85E-3	0.4600	1.53E-3	0.4600	4.01E-4	0.4600	-1.91E-3	0.4600	6.89E-5	0.4600	-7.25E-4
0.4700	4.01E-3	0.4700	1.47E-3	0.4700	1.62E-4	0.4700	-1.24E-3	0.4700	2.98E-3	0.4700	1.74E-3	0.4700	4.54E-4	0.4700	-1.79E-3	0.4700	7.55E-5	0.4700	-6.70E-4
0.4800	4.30E-3	0.4800	1.92E-3	0.4800	1.76E-4	0.4800	-1.13E-3	0.4800	3.10E-3	0.4800	1.95E-3	0.4800	5.11E-4	0.4800	-1.67E-3	0.4800	8.33E-5	0.4800	-6.10E-4
0.4900	4.61E-3	0.4900	2.39E-3	0.4900	1.93E-4	0.4900	-1.02E-3	0.4900	3.23E-3	0.4900	2.15E-3	0.4900	5.76E-4	0.4900	-1.53E-3	0.4900	9.23E-5	0.4900	-5.49E-4
0.5000	4.92E-3	0.5000	2.85E-3	0.5000	2.12E-4	0.5000	-9.10E-4	0.5000	3.36E-3	0.5000	2.36E-3	0.5000	6.46E-4	0.5000	-1.37E-3	0.5000	1.03E-4	0.5000	-4.87E-4
0.5100	5.24E-3	0.5100	3.33E-3	0.5100	2.34E-4	0.5100	-8.00E-4	0.5100	3.49E-3	0.5100	2.56E-3	0.5100	7.25E-4	0.5100	-1.20E-3	0.5100	1.15E-4	0.5100	-4.24E-4
0.5200	5.57E-3	0.5200	3.80E-3	0.5200	2.59E-4	0.5200	-6.88E-4	0.5200	3.62E-3	0.5200	2.76E-3	0.5200	8.13E-4	0.5200	-1.02E-3	0.5200	1.29E-4	0.5200	-3.61E-4
0.5300	5.90E-3	0.5300	4.28E-3	0.5300	2.87E-4	0.5300	-5.77E-4	0.5300	3.75E-3	0.5300	2.96E-3	0.5300	9.10E-4	0.5300	-8.31E-4	0.5300	1.44E-4	0.5300	-2.98E-4
0.5400	6.24E-3	0.5400	4.75E-3	0.5400	3.18E-4	0.5400	-4.68E-4	0.5400	3.89E-3	0.5400	3.16E-3	0.5400	1.02E-3	0.5400	-6.30E-4	0.5400	1.61E-4	0.5400	-2.38E-4
0.5500	6.58E-3	0.5500	5.23E-3	0.5500	3.53E-4	0.5500	-3.60E-4	0.5500	4.02E-3	0.5500	3.35E-3	0.5500	1.14E-3	0.5500	-4.18E-4	0.5500	1.80E-4	0.5500	-1.78E-4
0.5600	6.94E-3	0.5600	5.70E-3	0.5600	3.89E-4	0.5600	-2.55E-4	0.5600	4.15E-3	0.5600	3.55E-3	0.5600	1.28E-3	0.5600	-1.97E-4	0.5600	2.00E-4	0.5600	-1.21E-4
0.5700	7.29E-3	0.5700	6.17E-3	0.5700	4.28E-4	0.5700	-1.54E-4	0.5700	4.29E-3	0.5700	3.74E-3	0.5700	1.42E-3	0.5700	3.32E-5	0.5700	2.21E-4	0.5700	-6.56E-5
0.5800	7.66E-3	0.5800	6.63E-3	0.5800	4.68E-4	0.5800	-5.46E-5	0.5800	4.42E-3	0.5800	3.92E-3	0.5800	1.59E-3	0.5800	2.74E-4	0.5800	2.42E-4	0.5800	-1.23E-5
0.5900	8.02E-3	0.5900	7.08E-3	0.5900	5.08E-4	0.5900	4.05E-5	0.5900	4.56E-3	0.5900	4.11E-3	0.5900	1.76E-3	0.5900	5.19E-4	0.5900	2.63E-4	0.5900	3.89E-5
0.6000	8.39E-3	0.6000	7.53E-3	0.6000	5.47E-4	0.6000	1.32E-4	0.6000	4.69E-3	0.6000	4.29E-3	0.6000	1.96E-3	0.6000	7.70E-4	0.6000	2.83E-4	0.6000	8.77E-5
0.6100	8.76E-3	0.6100	7.98E-3	0.6100	5.86E-4	0.6100	2.22E-4	0.6100	4.83E-3	0.6100	4.47E-3	0.6100	2.16E-3	0.6100	1.03E-3	0.6100	3.03E-4	0.6100	1.35E-4
0.6200	9.13E-3	0.6200	8.41E-3	0.6200	6.22E-4	0.6200	3.08E-4	0.6200	4.97E-3	0.6200	4.64E-3	0.6200	2.38E-3	0.6200	1.30E-3	0.6200	3.22E-4	0.6200	1.81E-4
0.6300	9.51E-3	0.6300	8.84E-3	0.6300	6.57E-4	0.6300	3.91E-4	0.6300	5.10E-3	0.6300	4.81E-3	0.6300	2.62E-3	0.6300	1.57E-3	0.6300	3.40E-4	0.6300	2.25E-4
0.6400	9.89E-3	0.6400	9.26E-3	0.6400	6.90E-4	0.6400	4.67E-4	0.6400	5.24E-3	0.6400	4.98E-3	0.6400	2.85E-3	0.6400	1.85E-3	0.6400	3.57E-4	0.6400	2.65E-4
0.6500	1.03E-2	0.6500	9.68E-3	0.6500	7.21E-4	0.6500	5.38E-4	0.6500	5.37E-3	0.6500	5.14E-3	0.6500	3.10E-3	0.6500	2.14E-3	0.6500	3.74E-4	0.6500	3.02E-4
0.6600	1.06E-2	0.6600	1.01E-2	0.6600	7.53E-4	0.6600	6.03E-4	0.6600	5.51E-3	0.6600	5.30E-3	0.6600	3.34E-3	0.6600	2.45E-3	0.6600	3.90E-4	0.6600	3.34E-4
0.6700	1.10E-2	0.6700	1.05E-2	0.6700	7.84E-4	0.6700	6.63E-4	0.6700	5.64E-3	0.6700	5.46E-3	0.6700	3.57E-3	0.6700	2.76E-3	0.6700	4.06E-4	0.6700	3.63E-4
0.6800	1.14E-2	0.6800	1.09E-2	0.6800	8.16E-4	0.6800	7.19E-4	0.6800	5.78E-3	0.6800	5.62E-3	0.6800	3.80E-3	0.6800	3.08E-3	0.6800	4.23E-4	0.6800	3.89E-4
0.6900	1.18E-2	0.6900	1.13E-2	0.6900	8.49E-4	0.6900	7.70E-4	0.6900	5.91E-3	0.6900	5.77E-3	0.6900	4.03E-3	0.6900	3.40E-3	0.6900	4.40E-4	0.6900	4.14E-4
0.7000	1.22E-2	0.7000	1.17E-2	0.7000	8.84E-4	0.7000	8.18E-4	0.7000	6.05E-3	0.7000	5.92E-3	0.7000	4.26E-3	0.7000	3.73E-3	0.7000	4.58E-4	0.7000	4.37E-4
0.7100	1.26E-2	0.7100	1.21E-2	0.7100	9.20E-4	0.7100	8.64E-4	0.7100	6.19E-3	0.7100	6.07E-3	0.7100	4.48E-3	0.7100	4.04E-3	0.7100	4.77E-4	0.7100	4.60E-4
0.7200	1.30E-2	0.7200	1.25E-2	0.7200	9.58E-4	0.7200	9.10E-4	0.7200	6.32E-3	0.7200	6.21E-3	0.7200	4.71E-3	0.7200	4.35E-3	0.7200	4.97E-4	0.7200	4.83E-4
0.7300	1.33E-2	0.7300	1.29E-2	0.7300	9.99E-4	0.7300	9.56E-4	0.7300	6.46E-3	0.7300	6.36E-3	0.7300	4.93E-3	0.7300	4.64E-3	0.7300	5.19E-4	0.7300	5.07E-4
0.7400	1.37E-2	0.7400	1.33E-2	0.7400	1.04E-3	0.7400	1.00E-3	0.7400	6.60E-3	0.7400	6.50E-3	0.7400	5.16E-3	0.7400	4.92E-3	0.7400	5.42E-4	0.7400	5.31E-4
0.7500	1.41E-2	0.7500	1.37E-2	0.7500	1.09E-3	0.7500	1.05E-3	0.7500	6.74E-3	0.7500	6.65E-3	0.7500	5.39E-3	0.7500	5.20E-3	0.7500	5.67E-4	0.7500	5.58E-4
0.7600	1.45E-2	0.7600	1.41E-2	0.7600	1.14E-3	0.7600	1.10E-3	0.7600	6.88E-3	0.7600	6.79E-3	0.7600	5.62E-3	0.7600	5.47E-3	0.7600	5.94E-4	0.7600	5.85E-4
0.7700	1.49E-2	0.7700	1.45E-2	0.7700	1.19E-3	0.7700	1.16E-3	0.7700	7.02E-3	0.7700	6.94E-3	0.7700	5.85E-3	0.7700	5.74E-3	0.7700	6.23E-4	0.7700	6.15E-4
0.7800	1.53E-2	0.7800	1.49E-2	0.7800	1.25E-3	0.7800	1.22E-3	0.7800	7.17E-3	0.7800	7.09E-3	0.7800	6.08E-3	0.7800	6.00E-3	0.7800	6.54E-4	0.7800	6.47E-4
0.7900	1.57E-2	0.7900	1.53E-2	0.7900	1.31E-3	0.7900	1.28E-3	0.7900	7.31E-3	0.7900	7.24E-3	0.7900	6.32E-3	0.7900	6.27E-3	0.7900	6.88E-4	0.7900	6.81E-4
0.8000	1.61E-2	0.8000	1.57E-2	0.8000	1.38E-3	0.8000	1.35E-3	0.8000	7.45E-3	0.8000	7.38E-3	0.8000	6.56E-3	0.8000	6.54E-3	0.8000	7.25E-4	0.8000	7.17E-4
0.8100	1.65E-2	0.8100	1.61E-2	0.8100	1.45E-3	0.8100	1.42E-3	0.8100	7.60E-3	0.8100	7.53E-3	0.8100	6.81E-3	0.8100	6.81E-3	0.8100	7.65E-4	0.8100	7.57E-4
0.8200	1.69E-2	0.8200	1.65E-2	0.8200	1.52E-3	0.8200	1.49E-3	0.8200	7.75E-3	0.8200	7.68E-3	0.8200	7.06E-3	0.8200	7.08E-3	0.8200	8.08E-4	0.8200	7.99E-4
0.8300	1.73E-2	0.8300	1.69E-2	0.8300	1.60E-3	0.8300	1.57E-3	0.8300	7.90E-3	0.8300	7.83E-3	0.8300	7.31E-3	0.8300	7.35E-3	0.8300	8.54E-4	0.8300	8.44E-4
0.8400	1.78E-2	0.8400	1.73E-2	0.8400	1.69E-3	0.8400	1.66E-3	0.8400	8.05E-3	0.8400	7.99E-3	0.8400	7.57E-3	0.8400	7.63E-3	0.8400	9.05E-4	0.8400	8.93E-4
0.8500	1.82E-2	0.8500	1.78E-2	0.8500	1.78E-3	0.8500	1.75E-3	0.8500	8.20E-3	0.8500	8.14E-3	0.8500	7.84E-3	0.8500	7.91E-3	0.8500	9.60E-4	0.8500	9.46E-4
0.8600	1.86E-2	0.8600	1.82E-2	0.8600	1.88E-3	0.8600	1.85E-3	0.8600	8.36E-3	0.8600	8.30E-3	0.8600	8.12E-3	0.8600	8.20E-3	0.8600	1.02E-3	0.8600	1.00E-3
0.8700	1.90E-2	0.8700	1.86E-2	0.8700	1.98E-3	0.8700	1.95E-3	0.8700	8.52E-3	0.8700	8.46E-3	0.8700	8.40E-3	0.8700	8.49E-3	0.8700	1.08E-3	0.8700	1.06E-3
0.8800	1.95E-2	0.8800	1.91E-2	0.8800	2.09E-3	0.8800	2.06E-3	0.8800	8.68E-3	0.8800	8.63E-3	0.8800	8.69E-3	0.8800	8.78E-3	0.8800	1.15E-3	0.8800	1.13E-3
0.8900	1.99E-2	0.8900	1.95E-2	0.8900	2.21E-3	0.8900	2.18E-3	0.8900	8.84E-3	0.8900	8.79E-3	0.8900	8.99E-3	0.8900	9.08E-3	0.8900	1.23E-3	0.8900	1.20E-3
0.9000	2.03E-2	0.9000	2.00E-2	0.9000	2.33E-3	0.9000	2.30E-3	0.9000	9.01E-3	0.9000	8.96E-3	0.9000	9.30E-3	0.9000	9.39E-3	0.9000	1.31E-3	0.9000	1.28E-3
0.9100	2.08E-2	0.9100	2.04E-2	0.9100	2.46E-3	0.9100	2.43E-3	0.9100	9.17E-3	0.9100	9.13E-3	0.9100	9.62E-3	0.9100	9.71E-3	0.9100	1.40E-3	0.9100	1.36E-3
0.9200	2.13E-2	0.9200	2.09E-2	0.9200	2.60E-3	0.9200	2.57E-3	0.9200	9.35E-3	0.9200	9.31E-3	0.9200	9.95E-3	0.9200	1.00E-2	0.9200	1.49E-3	0.9200	1.45E-3
0.9300	2.17E-2	0.9300	2.13E-2	0.9300	2.75E-3	0.9300	2.72E-3	0.9300	9.52E-3	0.9300	9.48E-3	0.9300	1.03E-2	0.9300	1.04E-2	0.9300	1.60E-3	0.9300	1.55E-3
