TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/07/08
TIME	12:14:51
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.81739
MAXY	0.98391
MINY	0.81739
XYDATA
1500.0000	81.7395
1498.0000	81.9039
1496.0000	81.8868
1494.0000	82.0584
1492.0000	81.9468
1490.0000	82.0137
1488.0000	82.1815
1486.0000	82.067
1484.0000	82.0348
1482.0000	82.0785
1480.0000	82.367
1478.0000	82.2386
1476.0000	82.2782
1474.0000	82.2409
1472.0000	82.319
1470.0000	82.3147
1468.0000	82.5878
1466.0000	82.4614
1464.0000	82.4468
1462.0000	82.6838
1460.0000	82.5224
1458.0000	82.3092
1456.0000	82.636
1454.0000	82.7778
1452.0000	82.6781
1450.0000	82.71
1448.0000	82.7967
1446.0000	82.6472
1444.0000	82.8961
1442.0000	82.9402
1440.0000	82.9363
1438.0000	82.9575
1436.0000	83.0724
1434.0000	82.8291
1432.0000	83.1004
1430.0000	83.1161
1428.0000	83.2576
1426.0000	83.0108
1424.0000	83.0922
1422.0000	83.1389
1420.0000	83.3111
1418.0000	83.1404
1416.0000	83.3977
1414.0000	83.3515
1412.0000	83.4875
1410.0000	83.31
1408.0000	83.4897
1406.0000	83.3555
1404.0000	83.5186
1402.0000	83.5074
1400.0000	83.5799
1398.0000	83.3932
1396.0000	83.5272
1394.0000	83.5395
1392.0000	83.6016
1390.0000	83.6194
1388.0000	83.575
1386.0000	83.6413
1384.0000	83.6586
1382.0000	83.7369
1380.0000	83.7135
1378.0000	83.6882
1376.0000	83.7665
1374.0000	83.7885
1372.0000	83.8726
1370.0000	83.8387
1368.0000	83.984
1366.0000	83.993
1364.0000	83.9962
1362.0000	84.1028
1360.0000	84.1284
1358.0000	84.1757
1356.0000	84.1701
1354.0000	84.1639
1352.0000	84.1561
1350.0000	84.3735
1348.0000	84.2798
1346.0000	84.4547
1344.0000	84.4661
1342.0000	84.4866
1340.0000	84.4624
1338.0000	84.4226
1336.0000	84.4669
1334.0000	84.6437
1332.0000	84.5909
1330.0000	84.6295
1328.0000	84.6429
1326.0000	84.6741
1324.0000	84.6875
1322.0000	84.7825
1320.0000	84.6399
1318.0000	84.6865
1316.0000	84.8553
1314.0000	84.7941
1312.0000	84.9053
1310.0000	84.9805
1308.0000	84.8851
1306.0000	84.8832
1304.0000	85.0553
1302.0000	85.064
1300.0000	85.036
1298.0000	85.0825
1296.0000	85.1505
1294.0000	85.14
1292.0000	85.1973
1290.0000	85.2602
1288.0000	85.3184
1286.0000	85.3383
1284.0000	85.3282
1282.0000	85.4069
1280.0000	85.3684
1278.0000	85.3942
1276.0000	85.4096
1274.0000	85.6382
1272.0000	85.4986
1270.0000	85.5812
1268.0000	85.5844
1266.0000	85.6184
1264.0000	85.7099
1262.0000	85.7633
1260.0000	85.7423
1258.0000	85.8581
1256.0000	85.8532
1254.0000	85.8655
1252.0000	85.9377
1250.0000	85.936
1248.0000	85.9553
1246.0000	86.0035
1244.0000	86.0467
1242.0000	86.1515
1240.0000	86.1029
1238.0000	86.1322
1236.0000	86.0993
1234.0000	86.2527
1232.0000	86.3176
1230.0000	86.2445
1228.0000	86.3615
1226.0000	86.4033
1224.0000	86.3103
1222.0000	86.4441
1220.0000	86.5528
1218.0000	86.595
1216.0000	86.4884
1214.0000	86.6204
1212.0000	86.6337
1210.0000	86.636
1208.0000	86.7666
1206.0000	86.7159
1204.0000	86.7791
1202.0000	86.6847
1200.0000	86.8611
1198.0000	86.8858
1196.0000	86.9327
1194.0000	86.8962
1192.0000	87.0153
1190.0000	86.9676
1188.0000	87.1198
1186.0000	87.1939
1184.0000	87.0178
1182.0000	87.1649
1180.0000	87.1462
1178.0000	87.3612
1176.0000	87.3018
1174.0000	87.3166
1172.0000	87.2666
1170.0000	87.3987
1168.0000	87.3766
1166.0000	87.4452
1164.0000	87.5314
1162.0000	87.4899
1160.0000	87.3951
1158.0000	87.5591
