TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/07/08
TIME	12:29:39
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.62633
MAXY	0.93288
MINY	0.62427
XYDATA
1500.0000	62.6327
1498.0000	62.4268
1496.0000	62.7107
1494.0000	62.8765
1492.0000	62.8649
1490.0000	62.9187
1488.0000	63.0871
1486.0000	62.9481
1484.0000	63.0406
1482.0000	63.2115
1480.0000	63.3318
1478.0000	63.1334
1476.0000	63.3815
1474.0000	63.2708
1472.0000	63.4183
1470.0000	63.434
1468.0000	63.6628
1466.0000	63.6394
1464.0000	63.6376
1462.0000	63.7433
1460.0000	63.7383
1458.0000	63.7543
1456.0000	63.8612
1454.0000	64.0273
1452.0000	64.0346
1450.0000	63.9987
1448.0000	64.0128
1446.0000	64.1241
1444.0000	64.2136
1442.0000	64.3758
1440.0000	64.3236
1438.0000	64.3287
1436.0000	64.3985
1434.0000	64.4903
1432.0000	64.5085
1430.0000	64.6206
1428.0000	64.77
1426.0000	64.6813
1424.0000	64.6304
1422.0000	64.9443
1420.0000	64.9015
1418.0000	64.8808
1416.0000	64.9963
1414.0000	65.1193
1412.0000	65.0907
1410.0000	65.2406
1408.0000	65.1881
1406.0000	65.2188
1404.0000	65.2831
1402.0000	65.2297
1400.0000	65.4874
1398.0000	65.4815
1396.0000	65.4315
1394.0000	65.4808
1392.0000	65.5972
1390.0000	65.6247
1388.0000	65.5988
1386.0000	65.7099
1384.0000	65.822
1382.0000	65.8226
1380.0000	65.8549
1378.0000	65.9332
1376.0000	65.9609
1374.0000	66.0056
1372.0000	66.0445
1370.0000	66.062
1368.0000	66.3376
1366.0000	66.288
1364.0000	66.3534
1362.0000	66.3223
1360.0000	66.5088
1358.0000	66.5611
1356.0000	66.6328
1354.0000	66.6293
1352.0000	66.7762
1350.0000	66.8347
1348.0000	66.9099
1346.0000	66.9734
1344.0000	66.9436
1342.0000	67.094
1340.0000	67.2368
1338.0000	67.1695
1336.0000	67.1985
1334.0000	67.3503
1332.0000	67.3366
1330.0000	67.4847
1328.0000	67.535
1326.0000	67.5448
1324.0000	67.5631
1322.0000	67.6574
1320.0000	67.6579
1318.0000	67.7544
1316.0000	67.8843
1314.0000	67.8519
1312.0000	67.8366
1310.0000	68.0773
1308.0000	68.0978
1306.0000	68.2385
1304.0000	68.3137
1302.0000	68.3178
1300.0000	68.3124
1298.0000	68.3716
1296.0000	68.5541
1294.0000	68.5161
1292.0000	68.5718
1290.0000	68.7181
1288.0000	68.7642
1286.0000	68.8382
1284.0000	68.8233
1282.0000	68.9683
1280.0000	68.9911
1278.0000	69.0922
1276.0000	69.1642
1274.0000	69.3462
1272.0000	69.2808
1270.0000	69.4217
1268.0000	69.3948
1266.0000	69.5454
1264.0000	69.5517
1262.0000	69.5975
1260.0000	69.7035
1258.0000	69.7656
1256.0000	69.8944
1254.0000	69.9166
1252.0000	69.9508
1250.0000	69.9305
1248.0000	70.1754
1246.0000	70.1605
1244.0000	70.2066
1242.0000	70.3464
1240.0000	70.3676
1238.0000	70.3344
1236.0000	70.536
1234.0000	70.6173
1232.0000	70.6655
1230.0000	70.7133
1228.0000	70.8185
1226.0000	70.7594
1224.0000	70.8879
1222.0000	70.9723
1220.0000	71.1275
1218.0000	71.1494
1216.0000	71.208
1214.0000	71.3078
1212.0000	71.3832
1210.0000	71.4092
1208.0000	71.5005
1206.0000	71.5333
1204.0000	71.6145
1202.0000	71.5963
1200.0000	71.8574
1198.0000	71.853
1196.0000	71.9038
1194.0000	72.0117
1192.0000	72.1381
1190.0000	72.067
1188.0000	72.1803
1186.0000	72.3149
1184.0000	72.3027
1182.0000	72.3598
1180.0000	72.5182
1178.0000	72.6239
1176.0000	72.5882
1174.0000	72.7217
1172.0000	72.7358
1170.0000	72.8485
1168.0000	72.8807
1166.0000	72.9694
1164.0000	73.0942
1162.0000	73.051
1160.0000	73.1195
