TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/07/08
TIME	12:51:39
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.66859
MAXY	0.89350
MINY	0.66859
XYDATA
1500.0000	66.8585
1498.0000	66.9876
1496.0000	66.9342
1494.0000	67.1428
1492.0000	67.1118
1490.0000	67.0072
1488.0000	67.004
1486.0000	67.2157
1484.0000	67.232
1482.0000	67.3645
1480.0000	67.4591
1478.0000	67.4009
1476.0000	67.4673
1474.0000	67.3996
1472.0000	67.4117
1470.0000	67.5147
1468.0000	67.7047
1466.0000	67.5403
1464.0000	67.7345
1462.0000	67.8065
1460.0000	67.8195
1458.0000	67.8529
1456.0000	67.7602
1454.0000	67.829
1452.0000	67.8667
1450.0000	67.9277
1448.0000	68.146
1446.0000	68.1592
1444.0000	68.1652
1442.0000	68.3502
1440.0000	68.1685
1438.0000	68.1645
1436.0000	68.458
1434.0000	68.3024
1432.0000	68.3828
1430.0000	68.508
1428.0000	68.4916
1426.0000	68.4511
1424.0000	68.6122
1422.0000	68.7403
1420.0000	68.5962
1418.0000	68.7266
1416.0000	68.6666
1414.0000	68.8385
1412.0000	68.9326
1410.0000	68.8423
1408.0000	68.9397
1406.0000	68.9121
1404.0000	68.9296
1402.0000	68.9474
1400.0000	69.1787
1398.0000	68.9493
1396.0000	69.1416
1394.0000	69.0824
1392.0000	69.1093
1390.0000	69.1864
1388.0000	69.1547
1386.0000	69.1829
1384.0000	69.3177
1382.0000	69.2989
1380.0000	69.3593
1378.0000	69.4095
1376.0000	69.5413
1374.0000	69.3913
1372.0000	69.6221
1370.0000	69.5454
1368.0000	69.6254
1366.0000	69.6497
1364.0000	69.7129
1362.0000	69.5843
1360.0000	69.8643
1358.0000	69.8817
1356.0000	69.8009
1354.0000	69.8622
1352.0000	69.984
1350.0000	70.0428
1348.0000	70.0674
1346.0000	70.1457
1344.0000	70.1835
1342.0000	70.3571
1340.0000	70.364
1338.0000	70.2377
1336.0000	70.2583
1334.0000	70.4422
1332.0000	70.5102
1330.0000	70.6408
1328.0000	70.5604
1326.0000	70.5481
1324.0000	70.7269
1322.0000	70.7662
1320.0000	70.7382
1318.0000	70.861
1316.0000	70.9037
1314.0000	70.8463
1312.0000	70.9626
1310.0000	71.0591
1308.0000	71.1063
1306.0000	71.1206
1304.0000	71.2246
1302.0000	71.2943
1300.0000	71.2736
1298.0000	71.2352
1296.0000	71.3597
1294.0000	71.3701
1292.0000	71.4129
1290.0000	71.5486
1288.0000	71.5939
1286.0000	71.5642
1284.0000	71.6593
1282.0000	71.7615
1280.0000	71.7377
1278.0000	71.7824
1276.0000	71.8433
1274.0000	71.9906
1272.0000	71.9573
1270.0000	72.0905
1268.0000	72.0469
1266.0000	72.1978
1264.0000	72.1526
1262.0000	72.3376
1260.0000	72.3183
1258.0000	72.3649
1256.0000	72.3525
1254.0000	72.4571
1252.0000	72.4942
1250.0000	72.5793
1248.0000	72.743
1246.0000	72.6656
1244.0000	72.7414
1242.0000	72.7838
1240.0000	72.789
1238.0000	72.8237
1236.0000	72.97
1234.0000	73.0188
1232.0000	73.0707
1230.0000	73.0679
1228.0000	73.1069
1226.0000	73.199
1224.0000	73.1765
1222.0000	73.2665
1220.0000	73.4472
1218.0000	73.3673
1216.0000	73.4781
1214.0000	73.5487
1212.0000	73.5728
1210.0000	73.611
1208.0000	73.7178
1206.0000	73.7446
1204.0000	73.8098
1202.0000	73.8139
1200.0000	73.9489
1198.0000	73.9346
1196.0000	73.9458
1194.0000	74.0803
1192.0000	74.1855
1190.0000	74.1658
1188.0000	74.2635
1186.0000	74.3264
1184.0000	74.2519
1182.0000	74.3503
1180.0000	74.4151
1178.0000	74.5597
1176.0000	74.5482
1174.0000	74.6164
1172.0000	74.6814
1170.0000	74.6864
1168.0000	74.7423
1166.0000	74.8169
1164.0000	74.9227
1162.0000	74.9182
1160.0000	74.9556
1158.0000	74.9393
