TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/07/08
TIME	11:52:53
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-2
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	1500.0000
LASTX	300.0000
NPOINTS	601
FIRSTY	0.61375
MAXY	0.93130
MINY	0.61375
XYDATA
1500.0000	61.3751
1498.0000	61.5262
1496.0000	61.4315
1494.0000	61.5149
1492.0000	61.5523
1490.0000	61.6087
1488.0000	61.8758
1486.0000	61.8481
1484.0000	61.8907
1482.0000	61.7944
1480.0000	62.0825
1478.0000	62.0417
1476.0000	62.2133
1474.0000	62.1511
1472.0000	62.2302
1470.0000	62.128
1468.0000	62.4079
1466.0000	62.4239
1464.0000	62.3894
1462.0000	62.6291
1460.0000	62.4996
1458.0000	62.5222
1456.0000	62.6177
1454.0000	62.8634
1452.0000	62.8579
1450.0000	62.7992
1448.0000	62.9886
1446.0000	62.939
1444.0000	63.0237
1442.0000	63.0888
1440.0000	63.0759
1438.0000	63.1813
1436.0000	63.2658
1434.0000	63.2419
1432.0000	63.4299
1430.0000	63.5401
1428.0000	63.5222
1426.0000	63.4467
1424.0000	63.6826
1422.0000	63.7684
1420.0000	63.7997
1418.0000	63.7104
1416.0000	63.8991
1414.0000	63.9444
1412.0000	64.0959
1410.0000	63.9907
1408.0000	64.3085
1406.0000	64.0724
1404.0000	64.2127
1402.0000	64.3026
1400.0000	64.4457
1398.0000	64.3521
1396.0000	64.5355
1394.0000	64.5775
1392.0000	64.5027
1390.0000	64.5707
1388.0000	64.786
1386.0000	64.8542
1384.0000	64.9443
1382.0000	65.0105
1380.0000	64.9929
1378.0000	65.0928
1376.0000	65.2751
1374.0000	65.143
1372.0000	65.4647
1370.0000	65.3261
1368.0000	65.5118
1366.0000	65.5469
1364.0000	65.6176
1362.0000	65.6584
1360.0000	65.8356
1358.0000	65.8934
1356.0000	65.7874
1354.0000	65.9713
1352.0000	66.0916
1350.0000	66.1058
1348.0000	66.1802
1346.0000	66.3304
1344.0000	66.411
1342.0000	66.549
1340.0000	66.4562
1338.0000	66.4543
1336.0000	66.5593
1334.0000	66.7516
1332.0000	66.8413
1330.0000	66.8821
1328.0000	66.8053
1326.0000	66.901
1324.0000	67.0331
1322.0000	67.0912
1320.0000	67.0603
1318.0000	67.2109
1316.0000	67.2877
1314.0000	67.2965
1312.0000	67.3567
1310.0000	67.52
1308.0000	67.513
1306.0000	67.6583
1304.0000	67.7389
1302.0000	67.7584
1300.0000	67.8663
1298.0000	67.8198
1296.0000	67.9694
1294.0000	68.0187
1292.0000	68.0483
1290.0000	68.2797
1288.0000	68.2814
1286.0000	68.3855
1284.0000	68.3898
1282.0000	68.4628
1280.0000	68.4978
1278.0000	68.6453
1276.0000	68.6682
1274.0000	68.8947
1272.0000	68.8979
1270.0000	68.9243
1268.0000	68.9533
1266.0000	69.0119
1264.0000	69.1828
1262.0000	69.2953
1260.0000	69.3464
1258.0000	69.3571
1256.0000	69.3999
1254.0000	69.4938
1252.0000	69.6318
1250.0000	69.6712
1248.0000	69.8394
1246.0000	69.7565
1244.0000	69.9173
1242.0000	69.99
1240.0000	70.0103
1238.0000	70.0368
1236.0000	70.2549
1234.0000	70.2703
1232.0000	70.4046
1230.0000	70.4
1228.0000	70.4572
1226.0000	70.5668
1224.0000	70.5902
1222.0000	70.6755
1220.0000	70.8807
1218.0000	70.85
1216.0000	70.8455
1214.0000	71.0395
1212.0000	71.1209
1210.0000	71.0834
1208.0000	71.2943
1206.0000	71.326
1204.0000	71.4395
1202.0000	71.4477
1200.0000	71.5624
1198.0000	71.6456
1196.0000	71.7575
1194.0000	71.8065
1192.0000	71.8355
1190.0000	71.9049
1188.0000	72.0434
1186.0000	72.1393
1184.0000	72.0924
1182.0000	72.2793
1180.0000	72.3017
1178.0000	72.501
1176.0000	72.469
1174.0000	72.6433
1172.0000	72.6731
1170.0000	72.7834
1168.0000	72.6987
1166.0000	72.8149
1164.0000	73.0121
1162.0000	73.0365
1160.0000	73.0132
1158.0000	73.1427
